"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn"
"1966","NY",139,"510","399-7268","no","no",0,236.6,109,169.9,107,212.3,118,11.1,2,1,"True."
"1967","NE",77,"415","350-1532","no","no",0,169.4,102,184.9,144,234.3,89,2,7,1,"False."
"1968","WI",140,"415","359-2197","no","no",0,129.6,79,246.2,99,172.1,124,9.4,10,3,"False."
"1969","KY",72,"408","407-9290","no","no",0,177.1,97,184.7,105,174.1,94,8,6,1,"False."
"1970","SD",52,"510","358-6672","no","yes",20,133.3,63,184.1,123,272.9,107,13.5,2,1,"False."
"1971","VA",103,"510","393-4621","no","no",0,167.8,121,212.9,123,208.2,73,13,3,5,"False."
"1972","KS",74,"415","336-7357","no","yes",32,174.6,107,310.6,115,234.7,92,9,4,1,"False."
"1973","ND",124,"415","351-1466","no","no",0,150.3,101,255.9,112,136.7,62,12.5,4,2,"False."
"1974","CO",85,"510","394-6668","no","yes",21,283.2,110,239.7,108,149.5,80,6.3,1,5,"False."
"1975","KY",113,"408","403-2673","no","yes",20,157.8,83,161.5,56,271.5,100,8.7,2,5,"True."
"1976","WA",71,"408","355-1735","no","no",0,141.2,132,149.1,90,171.4,72,7,2,2,"False."
"1977","NV",177,"415","416-7679","no","yes",27,230.2,106,196.1,78,215.4,108,10.4,2,1,"False."
"1978","SC",49,"415","340-4972","yes","no",0,237.8,92,208.9,119,167.8,86,15.6,6,2,"True."
"1979","RI",106,"510","417-4826","yes","no",0,204,84,168.5,61,164,102,13.3,3,3,"True."
"1980","ID",60,"510","408-6676","no","no",0,221.1,106,178.6,48,202.7,90,7.4,3,1,"False."
"1981","KY",43,"408","417-6683","no","no",0,177.2,93,142.6,60,314.1,144,12.7,2,4,"False."
"1982","ME",66,"510","331-6270","no","no",0,118,133,248.1,99,214.4,122,5.3,5,1,"False."
"1983","SD",125,"415","404-9754","no","no",0,163.8,73,255.6,85,192.9,95,15.7,4,0,"False."
"1984","SC",114,"510","364-9425","no","yes",4,141.3,96,230.4,88,223.7,85,9.4,3,3,"False."
"1985","TN",112,"415","339-6477","no","no",0,272.5,119,226.1,94,159.1,94,16.4,5,3,"True."
"1986","MT",101,"408","362-2787","no","yes",16,118.9,112,228.3,97,180.1,111,8.2,5,2,"False."
"1987","WI",70,"415","405-9233","no","no",0,7.9,100,136.4,83,156.6,89,12.1,1,0,"False."
"1988","AK",59,"408","416-1845","no","no",0,159.5,96,167.2,123,138.6,106,10.2,4,0,"False."
"1989","AZ",59,"408","385-9657","no","no",0,150.2,70,185.7,98,212.5,128,12.1,2,1,"False."
"1990","MT",124,"415","420-5652","no","yes",30,144.5,35,262.3,101,226.5,82,12,7,2,"False."
"1991","DE",99,"415","415-1141","no","no",0,140.7,88,210.9,98,229.9,125,12.4,4,2,"False."
"1992","VA",150,"510","334-5634","no","no",0,169.2,123,216.8,83,179.4,107,12.6,3,1,"False."
"1993","MA",81,"510","403-4200","no","no",0,220.8,77,148.5,87,183.9,100,7.6,3,2,"False."
"1994","IN",86,"510","357-7893","no","no",0,216.3,96,266.3,77,214,110,4.5,3,0,"False."
"1995","MD",84,"510","369-2899","no","no",0,169.5,96,157.6,94,98.2,70,10.6,7,0,"False."
"1996","NV",118,"510","381-1026","no","yes",35,256.3,119,258.1,91,215.5,130,11.7,1,1,"False."
"1997","CO",89,"415","388-8722","no","no",0,179.7,128,299.8,92,185.3,120,7.6,3,1,"False."
"1998","KS",93,"415","418-3135","no","no",0,266,120,130.1,84,165.8,63,13.1,6,3,"False."
"1999","AR",85,"415","380-3974","no","no",0,96.7,97,193.8,95,171.7,88,9.7,3,2,"False."
"2000","WY",160,"408","338-7232","no","no",0,82.7,116,194.6,95,159,54,10.9,9,0,"False."
"2001","PA",28,"415","334-5223","no","no",0,168.2,87,161.7,92,192.4,112,10.1,3,3,"False."
"2002","TX",73,"408","340-8323","no","no",0,286.4,109,178.2,67,214.2,152,10.7,14,1,"True."
"2003","NY",156,"408","337-6851","no","no",0,174.3,95,186.6,128,258.2,105,12.9,5,3,"False."
"2004","OR",33,"415","344-5973","yes","no",0,190.6,100,161.7,104,189.9,136,13,6,1,"False."
"2005","CA",77,"510","335-2261","no","no",0,175.5,86,205.1,78,245.2,100,17.8,3,4,"False."
"2006","NY",119,"415","343-1458","no","no",0,133.4,102,204.6,71,196.9,103,11.1,7,1,"False."
"2007","AR",91,"510","415-4875","no","yes",27,204.6,96,136,93,210.5,82,6.6,2,3,"False."
"2008","MI",102,"510","381-2726","no","no",0,242.2,88,233.2,89,188.5,121,6.2,6,3,"False."
"2009","OK",86,"415","395-3852","no","yes",33,253.1,112,210.1,94,95,98,11.9,4,3,"False."
"2010","TX",82,"415","358-7914","no","no",0,130,110,185.3,88,178.7,105,8.3,4,0,"False."
"2011","NC",89,"408","332-6958","no","no",0,105.9,151,189.6,142,170.9,67,12.7,7,0,"False."
"2012","ID",86,"415","355-1019","no","no",0,194.2,98,193.8,95,192,123,9.3,7,3,"False."
"2013","IL",134,"408","382-9447","no","no",0,183.8,111,123.5,92,160.7,105,6.1,2,1,"False."
"2014","OR",92,"415","386-8536","no","no",0,196.5,82,190,89,163.2,99,10.8,2,2,"False."
"2015","SD",87,"510","363-3818","no","no",0,184.5,81,172,103,183.4,96,13.7,3,3,"False."
"2016","NE",64,"408","360-6416","no","no",0,261.9,113,148.1,99,145.2,74,13.8,4,0,"False."
"2017","RI",80,"510","332-8764","no","no",0,202.4,118,260.2,67,177.4,112,9.2,5,3,"False."
"2018","MD",165,"415","398-4814","no","yes",39,167.4,113,172.7,94,192.6,113,9.5,4,3,"False."
"2019","ID",153,"415","410-5963","no","yes",22,167.7,104,246.8,91,203.9,117,7.5,11,1,"False."
"2020","ME",41,"415","399-6642","no","yes",30,191.7,109,193,86,149.4,93,11.1,4,1,"False."
"2021","SD",108,"415","390-9986","no","no",0,240.2,78,230.3,109,217,83,5.2,1,2,"False."
"2022","NY",104,"415","391-1793","no","yes",26,189.1,112,178.2,97,199.3,104,11.1,4,1,"False."
"2023","DE",115,"408","352-5542","no","no",0,127.7,67,182.9,90,172.9,92,10.6,7,1,"False."
"2024","OK",87,"415","386-8118","no","no",0,205.2,106,99.5,122,189.5,75,13.4,3,1,"False."
"2025","SC",159,"415","394-9825","no","yes",23,153.6,93,216.9,88,161.3,91,12.6,3,2,"False."
"2026","IN",119,"510","382-4952","no","no",0,154.5,129,193.6,87,180.9,145,13.4,3,2,"False."
"2027","NV",69,"415","387-2698","no","no",0,153.7,109,194,105,256.1,114,14.1,6,1,"False."
"2028","IL",87,"408","417-1360","yes","yes",36,171.2,138,185.8,102,227.6,97,10.8,3,1,"False."
"2029","SD",93,"510","408-4836","no","no",0,328.1,106,151.7,89,303.5,114,8.7,3,1,"True."
"2030","OK",154,"415","374-8329","yes","no",0,145.9,69,208.2,141,180.9,106,14.4,10,0,"True."
"2031","KS",57,"415","363-8424","no","yes",37,201.2,76,280.1,122,154.2,110,11.8,1,1,"False."
"2032","IA",130,"510","408-8910","no","no",0,139.1,72,246,112,207.2,121,11.4,9,5,"False."
"2033","NJ",151,"415","399-3840","no","no",0,118.9,128,278.3,65,194.8,61,13.2,10,2,"False."
"2034","NJ",162,"408","367-8692","no","no",0,217.6,87,279,71,250.7,65,10.4,4,2,"True."
"2035","MT",60,"415","387-4504","no","no",0,145,133,209.1,92,328.5,112,14.6,2,1,"False."
"2036","IA",81,"510","328-2647","no","no",0,203.5,89,289.6,69,212.9,71,8.7,3,3,"False."
"2037","WA",132,"415","369-7903","no","no",0,240.1,115,180.4,91,133.4,122,8,6,3,"False."
"2038","NE",86,"408","399-6852","no","no",0,83.8,121,240.2,96,158.6,108,6.7,8,1,"False."
"2039","TX",136,"408","335-4888","no","no",0,269.8,106,228.8,101,257.5,106,10.1,8,1,"True."
"2040","MS",121,"415","344-2260","no","yes",21,126.3,84,209.6,102,192.5,129,10.6,2,1,"False."
"2041","IA",105,"510","349-4070","no","yes",15,88.1,125,175.9,142,269.9,85,9.7,1,2,"False."
"2042","WI",105,"415","394-6505","no","yes",34,218.5,61,196.7,74,151.1,103,9.9,4,2,"False."
"2043","MT",51,"415","419-3612","no","yes",26,236.8,61,263.4,97,181.1,91,11.2,8,1,"False."
"2044","GA",64,"408","356-1952","no","no",0,124.1,117,192.8,108,162.9,84,6.4,5,3,"False."
"2045","MT",80,"510","416-7866","yes","yes",30,184.2,132,167.5,109,212.8,114,10,10,0,"False."
"2046","ND",56,"415","398-1759","no","no",0,222.7,133,277,89,101.8,94,13.6,4,4,"False."
"2047","VT",120,"415","338-9950","no","no",0,149.2,98,193.6,88,248.9,119,11.1,5,1,"False."
"2048","SD",103,"510","412-7278","no","no",0,206.5,125,180.2,113,220.6,95,12.2,4,3,"False."
"2049","OH",164,"510","347-1263","no","yes",27,159.7,102,168.8,113,244.1,127,9.6,9,3,"False."
"2050","OH",116,"415","386-5684","no","yes",27,204.7,118,209.4,91,212.9,67,7,2,2,"False."
"2051","MT",121,"408","334-4354","no","no",0,213.2,79,120.7,116,244.4,102,7.5,4,1,"False."
"2052","IL",55,"415","398-5970","yes","no",0,269.6,121,171.7,91,219,98,8.2,6,1,"False."
"2053","NV",183,"415","330-3429","no","no",0,116.7,92,213.8,112,214.3,112,9.7,6,2,"False."
"2054","UT",104,"408","418-4637","no","no",0,263.4,101,235.5,117,102,146,13,4,0,"False."
"2055","NH",90,"408","393-7322","no","no",0,140.2,97,213.9,102,120,126,7.1,2,1,"False."
"2056","LA",82,"415","353-5557","no","no",0,197.7,101,127.6,83,142.1,103,13.5,3,1,"False."
"2057","VT",101,"415","411-5334","no","no",0,136.2,92,220.9,110,196.9,116,13.3,7,3,"False."
"2058","NY",9,"415","398-8588","no","yes",16,88.5,87,178.8,108,228.7,96,11.5,3,2,"False."
"2059","CT",97,"415","374-7285","no","no",0,215.3,58,242.4,91,279.8,105,12.1,9,0,"False."
"2060","KS",94,"408","379-7215","no","no",0,269.2,104,193.8,144,257.6,61,8.9,2,3,"True."
"2061","MI",127,"510","357-7875","no","yes",25,203.8,118,267.1,48,225.1,105,7.3,5,0,"False."
"2062","SD",125,"510","393-9677","no","yes",34,268.4,112,222.2,108,117.6,102,10.3,3,0,"False."
"2063","ME",140,"415","345-9598","no","no",0,159.1,104,269.8,106,220.4,116,10.3,4,1,"False."
"2064","MD",90,"415","353-3203","no","no",0,114.4,122,127.7,154,253.1,109,10.1,5,2,"False."
"2065","VA",67,"415","330-7486","no","no",0,138.9,65,208.9,109,232.4,82,9.2,3,2,"False."
"2066","NJ",113,"415","397-6425","no","no",0,186,55,237.4,105,148.1,83,12.2,6,1,"False."
"2067","TN",121,"510","338-1815","no","yes",26,170.4,91,254.5,90,219.6,122,15.1,5,0,"False."
"2068","DC",93,"408","406-5023","no","no",0,164.5,95,230.9,87,149.9,91,9.9,3,4,"False."
"2069","DC",121,"408","368-2458","no","no",0,168.6,121,168.6,94,95.3,59,12.3,4,1,"False."
"2070","OR",53,"408","400-8375","no","no",0,261.2,119,250.8,105,176,112,9.8,2,0,"True."
"2071","RI",75,"415","387-8201","no","no",0,190.5,91,178.4,75,162.4,113,13.1,5,1,"False."
"2072","AK",132,"510","346-4360","no","no",0,181.1,121,314.4,109,246.7,81,4.2,9,2,"False."
"2073","WI",162,"408","412-8811","no","no",0,177.1,131,114.7,122,153.6,88,6.5,6,3,"False."
"2074","IN",140,"415","413-3990","no","no",0,160.5,114,240.5,103,233.5,121,11.3,4,1,"False."
"2075","MI",91,"408","345-2448","no","no",0,134.7,116,295.3,98,195.5,121,6.6,5,2,"False."
"2076","ID",73,"510","394-4512","no","yes",28,198.2,107,139.1,123,199.1,139,8.8,1,2,"False."
"2077","NH",95,"408","400-8538","yes","no",0,228.9,134,255.7,71,208,120,10.1,2,4,"True."
"2078","MN",145,"408","412-8769","no","no",0,241.7,137,135.8,100,277.6,123,13.1,3,0,"False."
"2079","AZ",100,"415","390-1552","no","no",0,131.1,108,176.2,81,89.7,81,4.3,4,1,"False."
"2080","MN",122,"415","389-2477","no","no",0,234.1,101,200.2,121,237.4,89,13.1,9,2,"False."
"2081","MO",109,"415","389-4695","no","no",0,200.1,72,300.9,120,236,68,11.9,5,0,"False."
"2082","AL",82,"408","406-8037","no","no",0,154,107,94.4,114,287.6,95,10.1,7,1,"False."
"2083","PA",65,"415","382-9138","no","yes",23,224.2,106,189.6,100,222.8,75,9.8,4,0,"False."
"2084","AK",52,"510","414-7942","no","no",0,148.3,83,181.6,79,155.6,104,8.3,6,3,"False."
"2085","MS",136,"415","348-7071","no","yes",24,174.6,76,176.6,114,214.4,91,8.8,5,2,"False."
"2086","IA",75,"415","404-2942","no","no",0,138.5,110,153.2,86,215.6,103,11.1,7,1,"False."
"2087","WY",146,"408","348-3581","no","no",0,109,69,265.8,98,228.3,80,12.6,2,1,"False."
"2088","NE",105,"408","327-6764","no","no",0,162.3,99,212.5,95,214.7,114,11.1,8,4,"False."
"2089","ND",48,"415","405-2831","no","no",0,210.8,84,189.6,98,157.6,99,16.4,3,2,"False."
"2090","CT",45,"415","416-4351","no","no",0,142.4,107,318.7,78,224.1,108,11.1,7,1,"False."
"2091","NC",106,"415","419-3196","no","yes",37,223.5,104,235.1,99,140.1,90,10.6,5,2,"False."
"2092","CT",33,"510","411-6211","no","no",0,182.5,65,232.1,96,149.2,82,7.5,2,2,"False."
"2093","ND",68,"408","391-8369","no","no",0,219.6,97,141.1,144,205.7,101,10.8,4,2,"False."
"2094","WA",106,"408","416-4464","no","no",0,193.6,66,238.2,82,176.4,107,12.9,3,0,"False."
"2095","NV",141,"415","347-1814","no","no",0,192.4,111,156.9,87,175.8,82,11,6,0,"False."
"2096","CO",98,"408","386-7337","no","no",0,236.2,122,189.4,110,153.6,104,13.3,4,0,"False."
"2097","KS",94,"510","375-8505","no","yes",28,233.2,88,113.3,102,118,71,16.1,4,0,"False."
"2098","CO",65,"510","407-5056","no","no",0,158.8,53,188.5,132,189.3,87,9.8,4,2,"False."
"2099","MO",85,"415","367-8924","no","no",0,126.1,112,274.7,126,184.4,95,9.8,4,1,"False."
"2100","MA",71,"510","419-5171","no","no",0,290.4,108,253.9,92,263.3,126,10.1,5,3,"True."
"2101","NY",112,"408","396-7687","no","yes",30,60.6,113,165.9,96,132.8,99,13.3,7,0,"False."
"2102","AK",110,"415","394-4548","no","no",0,148.4,95,193.8,98,206,106,6.9,6,0,"False."
"2103","WI",111,"415","382-6438","no","no",0,246.5,108,216.3,89,179.6,99,12.7,3,2,"False."
"2104","NH",74,"408","413-2194","no","no",0,298.1,112,201.3,100,214.7,88,9.7,4,2,"True."
"2105","TN",105,"510","366-2622","no","no",0,119.3,82,185.1,111,157,74,10.9,4,2,"False."
"2106","NY",40,"408","416-7591","no","no",0,242.5,82,232.9,97,154,86,9.6,7,0,"False."
"2107","GA",128,"408","355-2634","yes","yes",18,222.1,89,160.6,109,218.8,102,13.6,2,0,"True."
"2108","MN",123,"408","422-5350","no","no",0,236.2,135,273.9,88,227,77,10.1,6,2,"True."
"2109","MI",122,"510","329-2388","no","no",0,144.2,87,212.2,74,169.3,87,9.5,4,0,"False."
"2110","ID",114,"408","381-5273","no","yes",19,154.6,100,241.6,109,160,112,12.6,1,3,"False."
"2111","CT",102,"415","421-6694","no","yes",25,137.4,100,176.7,83,188.2,93,10.2,6,2,"False."
"2112","NC",126,"415","342-1702","no","no",0,103.7,93,127,107,329.3,66,14.4,1,0,"False."
"2113","LA",150,"415","381-4029","no","no",0,136.6,112,209.4,81,161.1,78,12.2,2,4,"True."
"2114","NJ",60,"408","335-2967","no","no",0,289.8,101,255.6,115,242.8,76,11.7,4,2,"True."
"2115","TX",123,"408","416-6594","no","no",0,260.9,85,168.5,103,178.3,91,13.3,5,3,"False."
"2116","CA",138,"510","388-6026","yes","no",0,196.2,129,176.5,86,232.4,108,15.2,1,0,"True."
"2117","MD",29,"510","367-1024","no","no",0,195.6,71,126.4,74,148.6,87,14.2,4,1,"False."
"2118","WY",111,"415","386-7118","no","no",0,222.2,96,162.5,111,184.9,120,11.9,7,4,"False."
"2119","TX",37,"510","346-2020","yes","no",0,172.9,119,183,86,226.4,100,9.8,1,0,"True."
"2120","CA",111,"408","329-9067","no","no",0,249.8,109,242.4,106,231.8,78,11.6,4,0,"True."
"2121","UT",81,"510","329-6144","no","no",0,154.5,84,216.2,91,229.8,82,13.7,3,1,"False."
"2122","WA",46,"510","332-1502","no","no",0,90.4,108,276.2,77,146.5,111,12.7,2,1,"False."
"2123","MS",69,"510","342-8320","no","yes",27,268.8,78,246.6,89,271.9,102,16.4,3,0,"False."
"2124","OH",125,"408","411-5748","no","no",0,106.1,95,157.6,113,192.5,69,8.1,3,1,"False."
"2125","KS",43,"415","381-9367","no","no",0,27,117,160.9,97,279.5,96,10.7,3,3,"False."
"2126","RI",127,"415","400-1280","no","yes",27,140.1,59,223.4,111,257.9,73,3.8,10,1,"False."
"2127","IN",94,"510","360-5794","no","no",0,245,112,180.4,91,262.9,105,9.7,6,1,"False."
"2128","VT",46,"408","373-3538","no","no",0,196.7,85,205.9,74,216.6,112,11.2,5,3,"False."
"2129","MT",73,"408","394-9942","no","yes",26,131.2,98,106.5,97,221.7,96,10.2,6,2,"False."
"2130","CT",146,"408","380-3329","no","yes",23,149.6,96,239.8,124,293.5,135,7.4,4,2,"False."
"2131","NM",93,"415","334-7618","no","no",0,239.8,70,251.8,99,168.6,112,10.9,10,1,"False."
"2132","OH",52,"408","327-9289","no","yes",31,142.1,77,193,97,253.4,88,11,4,1,"False."
"2133","GA",202,"510","351-2589","no","no",0,115.4,137,178.7,70,185.7,113,6,3,3,"False."
"2134","MN",129,"510","368-6892","no","yes",31,193,99,224.8,87,197.6,91,10.3,8,2,"False."
"2135","CT",94,"415","337-9303","no","no",0,206.1,49,224.6,115,256.7,74,13,1,1,"False."
"2136","AL",100,"415","377-5258","no","no",0,160.3,138,221.3,92,150.4,120,11.2,2,0,"False."
"2137","WV",43,"415","348-5767","no","no",0,199.9,108,288.4,80,180.6,103,11.3,7,1,"False."
"2138","NH",130,"415","373-3549","no","no",0,213.1,105,206.2,108,163.4,93,8.9,3,0,"False."
"2139","WY",124,"415","422-8344","no","no",0,178.3,102,235,120,239.7,119,10.9,1,3,"False."
"2140","VA",92,"510","411-2958","yes","no",0,252.3,120,207,112,284.6,95,12,5,3,"True."
"2141","VT",48,"415","384-2908","no","no",0,197.7,64,136.7,126,244.4,81,13.2,5,4,"False."
"2142","OH",98,"510","347-6393","no","yes",29,111.1,105,217.9,101,248.1,108,6.6,3,2,"False."
"2143","MT",100,"415","385-7148","no","no",0,96.5,86,210.2,133,146.4,106,12.5,3,1,"True."
"2144","MA",79,"415","419-2767","no","no",0,156.9,109,122.2,87,189.1,103,11.3,5,3,"False."
"2145","VA",164,"415","375-1746","no","no",0,123.3,78,170,85,165.9,78,12.7,2,1,"False."
"2146","NM",105,"415","362-7870","no","no",0,193.7,108,183.2,124,293.7,72,10.8,5,1,"False."
"2147","AR",89,"408","410-3725","yes","no",0,206.9,134,167.7,105,155.7,86,10.9,4,0,"False."
"2148","NE",126,"415","387-1535","no","no",0,249.8,96,261.9,92,166.8,108,12.7,4,3,"True."
"2149","WY",96,"408","329-2045","no","no",0,144,102,224.7,73,227.7,91,10,7,1,"False."
"2150","IA",120,"415","341-6743","no","yes",33,299.5,83,163.4,84,146.7,88,11.6,5,0,"False."
"2151","SC",212,"415","336-8343","no","no",0,226,127,304.6,83,181.2,132,12.6,4,2,"True."
"2152","NC",72,"415","368-5758","no","no",0,137.6,106,143.5,94,273.7,110,9.6,6,2,"False."
"2153","HI",155,"415","346-8362","yes","yes",26,211.7,121,139.2,123,146.7,89,11.1,3,1,"False."
"2154","UT",89,"415","345-9690","no","no",0,89.7,80,179.8,81,145.7,120,9.5,4,2,"False."
"2155","WY",126,"408","339-9798","yes","no",0,197.6,126,246.5,112,285.3,104,12.5,8,2,"False."
"2156","AL",172,"408","359-5731","no","no",0,270,102,256.6,111,168.5,104,12,5,2,"True."
"2157","VA",75,"415","373-2091","no","no",0,224.7,116,192,79,212.2,98,11.3,11,3,"False."
"2158","WI",143,"510","367-3439","no","no",0,194.3,99,123.6,133,229.5,99,10.2,2,2,"False."
"2159","FL",166,"510","367-1681","yes","no",0,47.7,89,264.4,95,235.2,97,13.2,3,0,"True."
"2160","KS",132,"415","420-9973","no","no",0,190.1,105,182.2,116,279.8,105,13,2,1,"False."
"2161","NV",94,"408","351-4025","yes","no",0,89.5,94,339.9,106,172.9,76,7.9,1,1,"True."
"2162","NY",99,"415","393-5897","no","no",0,182.6,83,154.5,111,196,57,12.1,5,0,"False."
"2163","VA",136,"415","384-7216","no","yes",35,205.5,86,298.5,119,214.2,104,6.9,4,1,"False."
"2164","KS",119,"415","384-4595","no","no",0,231.5,82,266.9,97,211,118,7.4,10,1,"False."
"2165","NC",115,"510","329-9667","yes","no",0,251.3,69,252.5,96,118.3,112,9.9,1,3,"True."
"2166","MO",160,"415","347-5063","no","no",0,171.2,103,243.5,121,178.2,92,13,3,2,"False."
"2167","ND",166,"510","345-8433","no","no",0,197.9,89,251,113,138.3,85,11.2,2,2,"False."
"2168","CA",120,"510","339-7602","no","no",0,134.8,94,204.1,106,238.4,109,6.7,8,1,"False."
"2169","WV",173,"415","332-1109","no","no",0,191.4,114,168.5,138,109.3,99,10.3,3,1,"False."
"2170","IL",156,"415","343-3296","no","no",0,174.5,65,197.4,116,238.5,86,10.6,2,0,"False."
"2171","NY",70,"415","366-2536","no","no",0,177.4,125,226.2,104,254.1,72,10.9,4,0,"False."
"2172","NV",41,"510","355-2293","no","no",0,182.1,89,211.5,104,207.4,124,6.8,1,1,"False."
"2173","AL",132,"408","350-9318","no","no",0,222.4,85,165.4,76,208.4,97,11.2,4,0,"False."
"2174","KS",47,"510","418-5300","yes","no",0,47.8,120,178.9,123,152.6,96,13.3,7,0,"True."
"2175","ND",160,"510","395-2626","no","no",0,121.8,97,89.3,97,150.7,92,10.3,5,1,"False."
"2176","OK",180,"415","402-7372","no","no",0,143.5,121,189.3,111,174.9,82,8.8,5,3,"False."
"2177","UT",93,"415","337-9710","no","no",0,164.9,68,210.4,86,229.4,104,7.8,4,2,"False."
"2178","OH",109,"415","363-4967","no","no",0,193.6,58,148.7,115,282.5,105,13.1,1,2,"False."
"2179","WY",80,"510","400-5389","no","no",0,101.1,121,263.2,110,137.7,74,7.3,5,0,"False."
"2180","NM",54,"415","416-9162","no","yes",24,92.3,88,193.1,98,99.3,119,11.6,3,2,"False."
"2181","AL",121,"415","414-6541","no","no",0,168.9,128,123.9,99,266.3,105,2.9,7,2,"False."
"2182","DC",157,"510","392-6647","no","yes",29,219.2,102,206,109,192.4,117,15,5,1,"False."
"2183","ID",170,"510","343-2465","no","yes",37,178.1,130,242.8,103,243,93,13,4,0,"False."
"2184","AR",138,"510","338-9171","no","no",0,146.5,101,284.5,142,176,98,14,6,3,"False."
"2185","ID",92,"415","405-4606","no","yes",31,172.3,116,266.2,91,228.2,90,11.8,5,1,"False."
"2186","TX",126,"415","386-9711","no","no",0,190.9,143,149.7,72,191.4,87,13,3,1,"False."
"2187","NM",41,"415","327-8495","no","no",0,232.1,74,327.1,88,226.5,119,10.9,2,3,"True."
"2188","WA",167,"415","416-5660","no","no",0,169.2,124,173.3,108,216.5,64,12.4,4,4,"True."
"2189","UT",91,"510","370-3032","no","no",0,123.8,107,319,125,237.6,78,7.3,4,2,"False."
"2190","RI",127,"510","331-8462","no","no",0,96,117,177,68,162.2,127,9.7,4,3,"False."
"2191","NC",88,"408","414-4037","no","yes",27,93.4,106,252,92,189,104,10.9,1,1,"False."
"2192","RI",113,"415","415-2865","no","no",0,90.6,130,170.6,100,137.4,74,5.4,9,1,"False."
"2193","NY",78,"510","362-2353","no","no",0,152.9,81,256.6,82,173.6,112,5.3,6,2,"False."
"2194","TX",123,"408","329-5114","no","no",0,257.9,92,211.6,71,189.3,104,9.4,2,2,"False."
"2195","DE",136,"408","351-1389","yes","yes",29,85.2,98,230.4,85,243.6,104,9,3,2,"False."
"2196","MS",68,"415","375-3668","no","yes",34,160,72,184.5,119,208.3,101,6.1,10,1,"False."
"2197","OH",132,"415","375-5414","no","yes",10,182.9,54,292.4,68,142.3,116,11.5,4,0,"False."
"2198","LA",133,"415","360-7079","no","no",0,216.2,67,222.2,133,192,95,3.1,1,2,"False."
"2199","FL",127,"415","344-9302","no","no",0,261.7,105,181.8,107,100.9,131,3.3,5,0,"False."
"2200","WA",110,"415","418-1775","no","no",0,241.2,105,174.3,85,245.3,59,8.5,4,2,"False."
"2201","WV",121,"510","401-2468","no","no",0,177.2,142,123.5,88,213.2,51,8.4,6,1,"False."
