"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn","Mahalanobis","Outlier","Test_Split"
"1969","KY",72,"408","407-9290","no","no",0,177.1,97,184.7,105,174.1,94,8,6,1,"False.",3.14616970564392,FALSE,0.435147053329274
"1970","SD",52,"510","358-6672","no","yes",20,133.3,63,184.1,123,272.9,107,13.5,2,1,"False.",13.8398021520412,FALSE,0.197148326551542
"1971","VA",103,"510","393-4621","no","no",0,167.8,121,212.9,123,208.2,73,13,3,5,"False.",14.4404944840936,FALSE,0.994660422205925
"1972","KS",74,"415","336-7357","no","yes",32,174.6,107,310.6,115,234.7,92,9,4,1,"False.",10.3312708042011,FALSE,0.446742866421118
"1976","WA",71,"408","355-1735","no","no",0,141.2,132,149.1,90,171.4,72,7,2,2,"False.",10.8836495411237,FALSE,0.937016558134928
"1977","NV",177,"415","416-7679","no","yes",27,230.2,106,196.1,78,215.4,108,10.4,2,1,"False.",9.64590167867022,FALSE,0.870983954286203
"1978","SC",49,"415","340-4972","yes","no",0,237.8,92,208.9,119,167.8,86,15.6,6,2,"True.",10.5590778185478,FALSE,0.601246283389628
"1979","RI",106,"510","417-4826","yes","no",0,204,84,168.5,61,164,102,13.3,3,3,"True.",9.60280457363551,FALSE,0.299015456344932
"1980","ID",60,"510","408-6676","no","no",0,221.1,106,178.6,48,202.7,90,7.4,3,1,"False.",11.5265220175937,FALSE,0.809346275171265
"1982","ME",66,"510","331-6270","no","no",0,118,133,248.1,99,214.4,122,5.3,5,1,"False.",11.3689816121646,FALSE,0.952142385067418
"1983","SD",125,"415","404-9754","no","no",0,163.8,73,255.6,85,192.9,95,15.7,4,0,"False.",10.437967367931,FALSE,0.852053971262649
"1984","SC",114,"510","364-9425","no","yes",4,141.3,96,230.4,88,223.7,85,9.4,3,3,"False.",4.04047940934049,FALSE,0.127309735864401
"1985","TN",112,"415","339-6477","no","no",0,272.5,119,226.1,94,159.1,94,16.4,5,3,"True.",13.3337740966646,FALSE,0.968882349785417
"1986","MT",101,"408","362-2787","no","yes",16,118.9,112,228.3,97,180.1,111,8.2,5,2,"False.",3.87958206227434,FALSE,0.557101008715108
"1989","AZ",59,"408","385-9657","no","no",0,150.2,70,185.7,98,212.5,128,12.1,2,1,"False.",8.18896181018907,FALSE,0.135763919679448
"1992","VA",150,"510","334-5634","no","no",0,169.2,123,216.8,83,179.4,107,12.6,3,1,"False.",5.78143259559041,FALSE,0.816874062176794
"1993","MA",81,"510","403-4200","no","no",0,220.8,77,148.5,87,183.9,100,7.6,3,2,"False.",5.82462167771762,FALSE,0.782163587864488
"1994","IN",86,"510","357-7893","no","no",0,216.3,96,266.3,77,214,110,4.5,3,0,"False.",10.619430530214,FALSE,0.931066285818815
"1995","MD",84,"510","369-2899","no","no",0,169.5,96,157.6,94,98.2,70,10.6,7,0,"False.",11.5591464790916,FALSE,0.368689882336184
"1996","NV",118,"510","381-1026","no","yes",35,256.3,119,258.1,91,215.5,130,11.7,1,1,"False.",13.7855313161587,FALSE,0.974454874172807
"1997","CO",89,"415","388-8722","no","no",0,179.7,128,299.8,92,185.3,120,7.6,3,1,"False.",9.15103641941499,FALSE,0.823743681889027
"1998","KS",93,"415","418-3135","no","no",0,266,120,130.1,84,165.8,63,13.1,6,3,"False.",14.95671609457,FALSE,0.787448863266036
"1999","AR",85,"415","380-3974","no","no",0,96.7,97,193.8,95,171.7,88,9.7,3,2,"False.",4.15949080419803,FALSE,0.62282583466731
"2001","PA",28,"415","334-5223","no","no",0,168.2,87,161.7,92,192.4,112,10.1,3,3,"False.",6.96926795616797,FALSE,0.967354928841814
"2003","NY",156,"408","337-6851","no","no",0,174.3,95,186.6,128,258.2,105,12.9,5,3,"False.",8.15122282894385,FALSE,0.49991849064827
"2004","OR",33,"415","344-5973","yes","no",0,190.6,100,161.7,104,189.9,136,13,6,1,"False.",9.74235272366347,FALSE,0.893695599632338
"2005","CA",77,"510","335-2261","no","no",0,175.5,86,205.1,78,245.2,100,17.8,3,4,"False.",15.9476617831653,FALSE,0.401043246965855
"2006","NY",119,"415","343-1458","no","no",0,133.4,102,204.6,71,196.9,103,11.1,7,1,"False.",5.28981006060169,FALSE,0.447541609639302
"2007","AR",91,"510","415-4875","no","yes",27,204.6,96,136,93,210.5,82,6.6,2,3,"False.",9.37325900388152,FALSE,0.93577908212319
"2008","MI",102,"510","381-2726","no","no",0,242.2,88,233.2,89,188.5,121,6.2,6,3,"False.",8.64280658132567,FALSE,0.683332197368145
"2010","TX",82,"415","358-7914","no","no",0,130,110,185.3,88,178.7,105,8.3,4,0,"False.",4.49233694185126,FALSE,0.165526717668399
"2012","ID",86,"415","355-1019","no","no",0,194.2,98,193.8,95,192,123,9.3,7,3,"False.",5.55183196811804,FALSE,0.495834498899058
"2013","IL",134,"408","382-9447","no","no",0,183.8,111,123.5,92,160.7,105,6.1,2,1,"False.",8.59812739559491,FALSE,0.426535228034481
"2014","OR",92,"415","386-8536","no","no",0,196.5,82,190,89,163.2,99,10.8,2,2,"False.",3.62888348657807,FALSE,0.992053120629862
"2015","SD",87,"510","363-3818","no","no",0,184.5,81,172,103,183.4,96,13.7,3,3,"False.",5.25379950798716,FALSE,0.888950123917311
"2016","NE",64,"408","360-6416","no","no",0,261.9,113,148.1,99,145.2,74,13.8,4,0,"False.",11.9432920537906,FALSE,0.345755371265113
"2017","RI",80,"510","332-8764","no","no",0,202.4,118,260.2,67,177.4,112,9.2,5,3,"False.",8.74092263159017,FALSE,0.705844125011936
"2018","MD",165,"415","398-4814","no","yes",39,167.4,113,172.7,94,192.6,113,9.5,4,3,"False.",10.9179911530293,FALSE,0.908724687062204
"2019","ID",153,"415","410-5963","no","yes",22,167.7,104,246.8,91,203.9,117,7.5,11,1,"False.",15.9645338208741,FALSE,0.676292887190357
"2020","ME",41,"415","399-6642","no","yes",30,191.7,109,193,86,149.4,93,11.1,4,1,"False.",7.43674407057331,FALSE,0.63910027127713
"2021","SD",108,"415","390-9986","no","no",0,240.2,78,230.3,109,217,83,5.2,1,2,"False.",10.3446014265667,FALSE,0.149604527046904
"2022","NY",104,"415","391-1793","no","yes",26,189.1,112,178.2,97,199.3,104,11.1,4,1,"False.",2.74789202257958,FALSE,0.601125390036032
"2023","DE",115,"408","352-5542","no","no",0,127.7,67,182.9,90,172.9,92,10.6,7,1,"False.",7.19628452007364,FALSE,0.272751235868782
"2024","OK",87,"415","386-8118","no","no",0,205.2,106,99.5,122,189.5,75,13.4,3,1,"False.",9.80551993606691,FALSE,0.457853371044621
"2025","SC",159,"415","394-9825","no","yes",23,153.6,93,216.9,88,161.3,91,12.6,3,2,"False.",6.32098843103517,FALSE,0.222253093263134
"2026","IN",119,"510","382-4952","no","no",0,154.5,129,193.6,87,180.9,145,13.4,3,2,"False.",11.2829180106468,FALSE,0.254921516869217
"2027","NV",69,"415","387-2698","no","no",0,153.7,109,194,105,256.1,114,14.1,6,1,"False.",6.12977702078565,FALSE,0.653687727171928
"2028","IL",87,"408","417-1360","yes","yes",36,171.2,138,185.8,102,227.6,97,10.8,3,1,"False.",9.37243791322773,FALSE,0.471993161132559
"2029","SD",93,"510","408-4836","no","no",0,328.1,106,151.7,89,303.5,114,8.7,3,1,"True.",15.0525478081482,FALSE,0.160963035654277
"2031","KS",57,"415","363-8424","no","yes",37,201.2,76,280.1,122,154.2,110,11.8,1,1,"False.",15.208428238153,FALSE,0.272080334601924
"2034","NJ",162,"408","367-8692","no","no",0,217.6,87,279,71,250.7,65,10.4,4,2,"True.",13.3005685384535,FALSE,0.712956093018875
"2035","MT",60,"415","387-4504","no","no",0,145,133,209.1,92,328.5,112,14.6,2,1,"False.",16.1207140510614,FALSE,0.613353652181104
"2036","IA",81,"510","328-2647","no","no",0,203.5,89,289.6,69,212.9,71,8.7,3,3,"False.",11.0806815460481,FALSE,0.132121966220438
"2038","NE",86,"408","399-6852","no","no",0,83.8,121,240.2,96,158.6,108,6.7,8,1,"False.",11.5247866304412,FALSE,0.966265012975782
"2039","TX",136,"408","335-4888","no","no",0,269.8,106,228.8,101,257.5,106,10.1,8,1,"True.",8.85646539318448,FALSE,0.36827027797699
"2040","MS",121,"415","344-2260","no","yes",21,126.3,84,209.6,102,192.5,129,10.6,2,1,"False.",7.02102474902504,FALSE,0.677454084623605
"2041","IA",105,"510","349-4070","no","yes",15,88.1,125,175.9,142,269.9,85,9.7,1,2,"False.",15.9922819174159,FALSE,0.845951730385423
"2042","WI",105,"415","394-6505","no","yes",34,218.5,61,196.7,74,151.1,103,9.9,4,2,"False.",11.6888656789629,FALSE,0.241650385316461
"2044","GA",64,"408","356-1952","no","no",0,124.1,117,192.8,108,162.9,84,6.4,5,3,"False.",8.11547417496002,FALSE,0.595240236725658
"2045","MT",80,"510","416-7866","yes","yes",30,184.2,132,167.5,109,212.8,114,10,10,0,"False.",15.7132571537268,FALSE,0.836191128008068
"2047","VT",120,"415","338-9950","no","no",0,149.2,98,193.6,88,248.9,119,11.1,5,1,"False.",3.59253025154975,FALSE,0.362249210244045
"2048","SD",103,"510","412-7278","no","no",0,206.5,125,180.2,113,220.6,95,12.2,4,3,"False.",5.12040819907906,FALSE,0.332188533386216
"2049","OH",164,"510","347-1263","no","yes",27,159.7,102,168.8,113,244.1,127,9.6,9,3,"False.",14.5692645063466,FALSE,0.64473633072339
"2050","OH",116,"415","386-5684","no","yes",27,204.7,118,209.4,91,212.9,67,7,2,2,"False.",9.16576410452151,FALSE,0.958615136798471
"2051","MT",121,"408","334-4354","no","no",0,213.2,79,120.7,116,244.4,102,7.5,4,1,"False.",7.69784953327736,FALSE,0.596203628461808
"2052","IL",55,"415","398-5970","yes","no",0,269.6,121,171.7,91,219,98,8.2,6,1,"False.",8.12010216140899,FALSE,0.510280017973855
"2053","NV",183,"415","330-3429","no","no",0,116.7,92,213.8,112,214.3,112,9.7,6,2,"False.",7.90976088209611,FALSE,0.155264135915786
"2054","UT",104,"408","418-4637","no","no",0,263.4,101,235.5,117,102,146,13,4,0,"False.",16.2462454590071,FALSE,0.845851005520672
"2055","NH",90,"408","393-7322","no","no",0,140.2,97,213.9,102,120,126,7.1,2,1,"False.",8.27080457815172,FALSE,0.214380425633863
"2056","LA",82,"415","353-5557","no","no",0,197.7,101,127.6,83,142.1,103,13.5,3,1,"False.",7.13488519927907,FALSE,0.669873244827613
"2057","VT",101,"415","411-5334","no","no",0,136.2,92,220.9,110,196.9,116,13.3,7,3,"False.",6.57961696832056,FALSE,0.61775645124726
"2059","CT",97,"415","374-7285","no","no",0,215.3,58,242.4,91,279.8,105,12.1,9,0,"False.",16.6248858018635,FALSE,0.949398775584996
"2060","KS",94,"408","379-7215","no","no",0,269.2,104,193.8,144,257.6,61,8.9,2,3,"True.",16.4714559644764,FALSE,0.582552031613886
"2061","MI",127,"510","357-7875","no","yes",25,203.8,118,267.1,48,225.1,105,7.3,5,0,"False.",14.7462148704054,FALSE,0.860954337054864
"2062","SD",125,"510","393-9677","no","yes",34,268.4,112,222.2,108,117.6,102,10.3,3,0,"False.",11.8949565305588,FALSE,0.51846724934876
"2063","ME",140,"415","345-9598","no","no",0,159.1,104,269.8,106,220.4,116,10.3,4,1,"False.",4.55051931056654,FALSE,0.266127483453602
"2064","MD",90,"415","353-3203","no","no",0,114.4,122,127.7,154,253.1,109,10.1,5,2,"False.",14.6780150578269,FALSE,0.597377663478255
"2065","VA",67,"415","330-7486","no","no",0,138.9,65,208.9,109,232.4,82,9.2,3,2,"False.",7.05151117252402,FALSE,0.795576084172353
"2066","NJ",113,"415","397-6425","no","no",0,186,55,237.4,105,148.1,83,12.2,6,1,"False.",10.0636694663822,FALSE,0.689286037581041
"2067","TN",121,"510","338-1815","no","yes",26,170.4,91,254.5,90,219.6,122,15.1,5,0,"False.",9.95184385106081,FALSE,0.480631644604728
"2068","DC",93,"408","406-5023","no","no",0,164.5,95,230.9,87,149.9,91,9.9,3,4,"False.",6.67498341837448,FALSE,0.465929388767108
"2069","DC",121,"408","368-2458","no","no",0,168.6,121,168.6,94,95.3,59,12.3,4,1,"False.",12.1166131612614,FALSE,0.618412335170433
"2070","OR",53,"408","400-8375","no","no",0,261.2,119,250.8,105,176,112,9.8,2,0,"True.",9.33071298292855,FALSE,0.449270514305681
"2071","RI",75,"415","387-8201","no","no",0,190.5,91,178.4,75,162.4,113,13.1,5,1,"False.",5.58090853315753,FALSE,0.602707532700151
"2074","IN",140,"415","413-3990","no","no",0,160.5,114,240.5,103,233.5,121,11.3,4,1,"False.",4.49395860195315,FALSE,0.994994512526318
"2075","MI",91,"408","345-2448","no","no",0,134.7,116,295.3,98,195.5,121,6.6,5,2,"False.",8.63449106977061,FALSE,0.406462448416278
"2076","ID",73,"510","394-4512","no","yes",28,198.2,107,139.1,123,199.1,139,8.8,1,2,"False.",12.7984247707518,FALSE,0.117951637133956
"2077","NH",95,"408","400-8538","yes","no",0,228.9,134,255.7,71,208,120,10.1,2,4,"True.",14.8641735373195,FALSE,0.86953909532167
"2078","MN",145,"408","412-8769","no","no",0,241.7,137,135.8,100,277.6,123,13.1,3,0,"False.",14.2817839036806,FALSE,0.540192956570536
"2079","AZ",100,"415","390-1552","no","no",0,131.1,108,176.2,81,89.7,81,4.3,4,1,"False.",13.8478510663279,FALSE,0.88159766793251
"2081","MO",109,"415","389-4695","no","no",0,200.1,72,300.9,120,236,68,11.9,5,0,"False.",13.5051195793233,FALSE,0.88143396214582
"2082","AL",82,"408","406-8037","no","no",0,154,107,94.4,114,287.6,95,10.1,7,1,"False.",10.6440700897561,FALSE,0.722349669784307
"2083","PA",65,"415","382-9138","no","yes",23,224.2,106,189.6,100,222.8,75,9.8,4,0,"False.",6.35449500934758,FALSE,0.769810296595097
"2084","AK",52,"510","414-7942","no","no",0,148.3,83,181.6,79,155.6,104,8.3,6,3,"False.",7.71779755215525,FALSE,0.863593708956614
"2085","MS",136,"415","348-7071","no","yes",24,174.6,76,176.6,114,214.4,91,8.8,5,2,"False.",5.71091362879109,FALSE,0.500742103205994
"2086","IA",75,"415","404-2942","no","no",0,138.5,110,153.2,86,215.6,103,11.1,7,1,"False.",5.01662161849876,FALSE,0.925864024320617
"2087","WY",146,"408","348-3581","no","no",0,109,69,265.8,98,228.3,80,12.6,2,1,"False.",11.7670486066855,FALSE,0.208074670284986
"2089","ND",48,"415","405-2831","no","no",0,210.8,84,189.6,98,157.6,99,16.4,3,2,"False.",9.85627823525258,FALSE,0.315793072106317
"2090","CT",45,"415","416-4351","no","no",0,142.4,107,318.7,78,224.1,108,11.1,7,1,"False.",12.0897695889668,FALSE,0.660112249664962
"2091","NC",106,"415","419-3196","no","yes",37,223.5,104,235.1,99,140.1,90,10.6,5,2,"False.",7.84834346072249,FALSE,0.31469130073674
"2092","CT",33,"510","411-6211","no","no",0,182.5,65,232.1,96,149.2,82,7.5,2,2,"False.",10.6460901110752,FALSE,0.944461387814954
"2093","ND",68,"408","391-8369","no","no",0,219.6,97,141.1,144,205.7,101,10.8,4,2,"False.",8.16704752281378,FALSE,0.778970579849556
"2094","WA",106,"408","416-4464","no","no",0,193.6,66,238.2,82,176.4,107,12.9,3,0,"False.",8.46023227139794,FALSE,0.339431246276945
"2095","NV",141,"415","347-1814","no","no",0,192.4,111,156.9,87,175.8,82,11,6,0,"False.",6.20293184119806,FALSE,0.481646264670417
"2096","CO",98,"408","386-7337","no","no",0,236.2,122,189.4,110,153.6,104,13.3,4,0,"False.",6.72020660562764,FALSE,0.415994798764586
"2097","KS",94,"510","375-8505","no","yes",28,233.2,88,113.3,102,118,71,16.1,4,0,"False.",17.9153949659126,FALSE,0.776333899470046
"2098","CO",65,"510","407-5056","no","no",0,158.8,53,188.5,132,189.3,87,9.8,4,2,"False.",10.7272437398657,FALSE,0.485427005914971
"2100","MA",71,"510","419-5171","no","no",0,290.4,108,253.9,92,263.3,126,10.1,5,3,"True.",12.1311922169215,FALSE,0.642451295163482
"2101","NY",112,"408","396-7687","no","yes",30,60.6,113,165.9,96,132.8,99,13.3,7,0,"False.",14.9318557995386,FALSE,0.234829984838143
"2102","AK",110,"415","394-4548","no","no",0,148.4,95,193.8,98,206,106,6.9,6,0,"False.",4.84657872166941,FALSE,0.747025883058086
"2103","WI",111,"415","382-6438","no","no",0,246.5,108,216.3,89,179.6,99,12.7,3,2,"False.",4.50916519111913,FALSE,0.295607374515384
"2104","NH",74,"408","413-2194","no","no",0,298.1,112,201.3,100,214.7,88,9.7,4,2,"True.",7.15486857226306,FALSE,0.906218191608787
"2105","TN",105,"510","366-2622","no","no",0,119.3,82,185.1,111,157,74,10.9,4,2,"False.",5.59255138443073,FALSE,0.853324017953128
"2106","NY",40,"408","416-7591","no","no",0,242.5,82,232.9,97,154,86,9.6,7,0,"False.",10.5948326897185,FALSE,0.461963776964694
"2108","MN",123,"408","422-5350","no","no",0,236.2,135,273.9,88,227,77,10.1,6,2,"True.",10.0977730668414,FALSE,0.577803724445403
"2109","MI",122,"510","329-2388","no","no",0,144.2,87,212.2,74,169.3,87,9.5,4,0,"False.",5.89504182518149,FALSE,0.579579334007576
"2110","ID",114,"408","381-5273","no","yes",19,154.6,100,241.6,109,160,112,12.6,1,3,"False.",7.54621908972925,FALSE,0.993576776934788
"2111","CT",102,"415","421-6694","no","yes",25,137.4,100,176.7,83,188.2,93,10.2,6,2,"False.",4.31121754690462,FALSE,0.335274414392188
"2113","LA",150,"415","381-4029","no","no",0,136.6,112,209.4,81,161.1,78,12.2,2,4,"True.",11.4317277881502,FALSE,0.666801774175838
"2114","NJ",60,"408","335-2967","no","no",0,289.8,101,255.6,115,242.8,76,11.7,4,2,"True.",10.646778633417,FALSE,0.938556001987308
"2115","TX",123,"408","416-6594","no","no",0,260.9,85,168.5,103,178.3,91,13.3,5,3,"False.",7.54393639271932,FALSE,0.574856834951788
"2116","CA",138,"510","388-6026","yes","no",0,196.2,129,176.5,86,232.4,108,15.2,1,0,"True.",12.1069228011051,FALSE,0.691711413906887
"2118","WY",111,"415","386-7118","no","no",0,222.2,96,162.5,111,184.9,120,11.9,7,4,"False.",9.17772213414598,FALSE,0.866459244629368
"2119","TX",37,"510","346-2020","yes","no",0,172.9,119,183,86,226.4,100,9.8,1,0,"True.",8.54628635737102,FALSE,0.501139396801591
"2120","CA",111,"408","329-9067","no","no",0,249.8,109,242.4,106,231.8,78,11.6,4,0,"True.",6.67173150564891,FALSE,0.223256284138188
"2121","UT",81,"510","329-6144","no","no",0,154.5,84,216.2,91,229.8,82,13.7,3,1,"False.",5.25811650073026,FALSE,0.412419241620228
"2122","WA",46,"510","332-1502","no","no",0,90.4,108,276.2,77,146.5,111,12.7,2,1,"False.",12.3221750572057,FALSE,0.886306279571727
"2123","MS",69,"510","342-8320","no","yes",27,268.8,78,246.6,89,271.9,102,16.4,3,0,"False.",17.2188326502789,FALSE,0.495593437226489
"2124","OH",125,"408","411-5748","no","no",0,106.1,95,157.6,113,192.5,69,8.1,3,1,"False.",8.05486360915201,FALSE,0.672753727762029
"2125","KS",43,"415","381-9367","no","no",0,27,117,160.9,97,279.5,96,10.7,3,3,"False.",16.7585639877715,FALSE,0.282504437956959
"2127","IN",94,"510","360-5794","no","no",0,245,112,180.4,91,262.9,105,9.7,6,1,"False.",5.07053137656226,FALSE,0.817058302927762
"2128","VT",46,"408","373-3538","no","no",0,196.7,85,205.9,74,216.6,112,11.2,5,3,"False.",7.11121931367176,FALSE,0.2460994545836
"2129","MT",73,"408","394-9942","no","yes",26,131.2,98,106.5,97,221.7,96,10.2,6,2,"False.",8.09408670614845,FALSE,0.369646193925291
"2130","CT",146,"408","380-3329","no","yes",23,149.6,96,239.8,124,293.5,135,7.4,4,2,"False.",13.5890975836751,FALSE,0.235524395015091
"2131","NM",93,"415","334-7618","no","no",0,239.8,70,251.8,99,168.6,112,10.9,10,1,"False.",14.228887965309,FALSE,0.93575692595914
"2132","OH",52,"408","327-9289","no","yes",31,142.1,77,193,97,253.4,88,11,4,1,"False.",8.54951865438519,FALSE,0.415076828328893
"2134","MN",129,"510","368-6892","no","yes",31,193,99,224.8,87,197.6,91,10.3,8,2,"False.",7.58919101742614,FALSE,0.137449405388907
"2135","CT",94,"415","337-9303","no","no",0,206.1,49,224.6,115,256.7,74,13,1,1,"False.",15.8864425709184,FALSE,0.914364723023027
"2136","AL",100,"415","377-5258","no","no",0,160.3,138,221.3,92,150.4,120,11.2,2,0,"False.",9.45438203930678,FALSE,0.347641376079991
"2137","WV",43,"415","348-5767","no","no",0,199.9,108,288.4,80,180.6,103,11.3,7,1,"False.",9.43079439720104,FALSE,0.852930875727907
"2138","NH",130,"415","373-3549","no","no",0,213.1,105,206.2,108,163.4,93,8.9,3,0,"False.",4.41085989362178,FALSE,0.142635178752244
"2139","WY",124,"415","422-8344","no","no",0,178.3,102,235,120,239.7,119,10.9,1,3,"False.",7.81443025101309,FALSE,0.359432870987803
"2140","VA",92,"510","411-2958","yes","no",0,252.3,120,207,112,284.6,95,12,5,3,"True.",8.67739739148855,FALSE,0.245505067519844
"2142","OH",98,"510","347-6393","no","yes",29,111.1,105,217.9,101,248.1,108,6.6,3,2,"False.",8.26005154302041,FALSE,0.784547902178019
"2143","MT",100,"415","385-7148","no","no",0,96.5,86,210.2,133,146.4,106,12.5,3,1,"True.",8.91471025930883,FALSE,0.199171734508127
"2144","MA",79,"415","419-2767","no","no",0,156.9,109,122.2,87,189.1,103,11.3,5,3,"False.",5.74714966177685,FALSE,0.391850244253874
"2145","VA",164,"415","375-1746","no","no",0,123.3,78,170,85,165.9,78,12.7,2,1,"False.",10.4745914512873,FALSE,0.323562244651839
"2146","NM",105,"415","362-7870","no","no",0,193.7,108,183.2,124,293.7,72,10.8,5,1,"False.",8.06112639812336,FALSE,0.602105905069038
"2147","AR",89,"408","410-3725","yes","no",0,206.9,134,167.7,105,155.7,86,10.9,4,0,"False.",7.17814612768593,FALSE,0.541271679569036
"2148","NE",126,"415","387-1535","no","no",0,249.8,96,261.9,92,166.8,108,12.7,4,3,"True.",7.58553822496289,FALSE,0.990823732689023
"2149","WY",96,"408","329-2045","no","no",0,144,102,224.7,73,227.7,91,10,7,1,"False.",5.08560897482774,FALSE,0.25379104912281
"2150","IA",120,"415","341-6743","no","yes",33,299.5,83,163.4,84,146.7,88,11.6,5,0,"False.",14.7409057301125,FALSE,0.735269893193617
"2152","NC",72,"415","368-5758","no","no",0,137.6,106,143.5,94,273.7,110,9.6,6,2,"False.",6.19144711146954,FALSE,0.977608161047101
"2153","HI",155,"415","346-8362","yes","yes",26,211.7,121,139.2,123,146.7,89,11.1,3,1,"False.",9.92810959005241,FALSE,0.558046241756529
"2154","UT",89,"415","345-9690","no","no",0,89.7,80,179.8,81,145.7,120,9.5,4,2,"False.",7.92234068614998,FALSE,0.392708159517497
"2155","WY",126,"408","339-9798","yes","no",0,197.6,126,246.5,112,285.3,104,12.5,8,2,"False.",10.2380072901357,FALSE,0.82468925928697
