"","State","Account_Length","Area_Code","Phone","Intl_Plan","Vmail_Plan","Vmail_Message","Day_Mins","Day_Calls","Eve_Mins","Eve_Calls","Night_Mins","Night_Calls","Intl_Mins","Intl_Calls","CustServ_Calls","Churn","Mahalanobis","Outlier"
"1611","RI",104,"408","382-3966","yes","no",0,160.4,73,293.9,103,306.6,90,12.6,5,4,"False.",16.5182952182509,FALSE
"1612","RI",83,"415","334-5844","no","yes",20,95,89,167.9,92,200.6,79,11.2,2,0,"False.",8.46518983163468,FALSE
"1613","NM",141,"415","362-9411","no","no",0,160.1,87,256.7,120,270,107,7,1,2,"False.",11.2620185599342,FALSE
"1614","AL",95,"415","390-3565","no","no",0,194.6,114,232.8,106,173.4,92,3.8,2,3,"False.",10.5703008861062,FALSE
"1615","MT",184,"415","417-4810","no","no",0,236.4,73,287.3,120,192,94,13.8,4,1,"True.",14.2754217201135,FALSE
"1616","CT",74,"408","384-3389","no","no",0,157.1,95,213.1,36,280.4,77,7.6,3,2,"False.",17.1233236342765,FALSE
"1617","TN",67,"415","414-9717","no","no",0,179.8,125,173.2,86,272.8,97,10.9,4,0,"False.",7.39374495996052,FALSE
"1618","ID",104,"415","357-1700","yes","no",0,148.2,108,161.8,113,259.3,103,11,4,0,"False.",4.97046993701715,FALSE
"1619","TX",71,"415","376-7207","no","yes",39,183.2,103,209.4,111,172.4,109,11.9,6,1,"False.",8.11607210164879,FALSE
"1620","NH",149,"415","368-7706","no","no",0,119.2,88,168.3,110,204.7,119,12.2,6,4,"True.",10.8521845485985,FALSE
"1621","ND",154,"408","346-4216","no","yes",35,224,102,192,99,163.1,100,9.6,2,0,"False.",10.5840516208511,FALSE
"1623","KS",117,"415","372-1493","no","no",0,184.8,83,248.6,101,133.1,113,9.6,8,1,"False.",7.23756307813343,FALSE
"1624","ME",130,"408","387-6031","no","no",0,176.3,140,201,104,161.9,123,11.3,5,1,"False.",7.23893017871753,FALSE
"1625","RI",73,"415","366-6248","no","no",0,241.7,115,168.5,133,169.8,122,11.1,2,2,"False.",8.81397230575648,FALSE
"1627","NC",149,"510","363-1719","no","no",0,207.3,115,198.4,82,114.1,83,8.6,4,1,"False.",7.91718664076729,FALSE
"1628","OH",29,"408","402-6666","no","no",0,196.8,81,168,110,132.6,98,12.7,7,2,"False.",10.0408740603876,FALSE
"1629","WY",131,"510","408-9779","no","no",0,110.9,74,115.6,90,190.5,114,15.8,9,1,"False.",16.8278384159463,FALSE
"1630","NJ",153,"510","407-2441","no","no",0,122.5,145,273.3,103,197.8,71,8,3,2,"False.",14.0280079276864,FALSE
"1631","ND",84,"510","384-5027","no","no",0,226.9,144,201.6,122,130.2,121,13.2,5,2,"False.",12.3050615929983,FALSE
"1632","WI",133,"510","380-3161","no","no",0,187,65,141.4,128,238.2,108,10,8,2,"False.",11.3000969203793,FALSE
"1633","KY",112,"415","360-8135","no","no",0,170.5,113,193.2,129,188,91,11.2,6,0,"False.",5.68882855230066,FALSE
"1634","NY",87,"415","399-5426","no","no",0,204.8,101,161,80,285.7,89,9.5,3,0,"False.",7.67207826704201,FALSE
"1635","MO",72,"415","385-2564","no","no",0,165.9,114,235.9,97,210.1,120,12,5,2,"False.",3.91509848057808,FALSE
"1636","AZ",66,"510","337-8618","no","no",0,154,133,198.9,121,151.9,100,9.5,3,4,"True.",11.1665129805058,FALSE
"1637","MN",65,"510","354-8491","no","yes",29,158.1,104,322.2,81,210,96,8.9,6,1,"False.",11.326425724959,FALSE
"1638","CO",74,"415","394-6278","no","no",0,225.2,93,215.1,120,241.8,95,9.1,2,2,"False.",4.95774048828152,FALSE
"1640","AR",68,"510","376-1000","no","no",0,172.7,95,139.1,90,174.3,99,11.7,1,2,"False.",5.64199039274163,FALSE
"1641","TN",68,"415","397-1659","no","no",0,222.8,99,175.8,85,202,111,11,3,3,"False.",4.86541292407267,FALSE
"1642","DE",54,"415","379-3953","yes","no",0,214.1,77,240.5,94,188.9,75,10.1,3,1,"False.",6.54223071503865,FALSE
"1643","TN",99,"408","418-6512","no","no",0,54.8,92,173,103,195.1,125,7.5,3,1,"False.",10.130812900141,FALSE
"1644","WI",107,"408","392-5296","no","no",0,134,104,174.5,94,311.1,79,7.3,3,3,"False.",10.5800373055841,FALSE
"1645","WV",124,"510","355-3814","no","no",0,184.8,74,175.1,84,158.2,95,10.5,6,1,"False.",5.12668627918657,FALSE
"1648","MO",110,"408","356-4558","no","no",0,222.7,94,105.8,98,214.8,78,13.5,4,1,"False.",8.05152953764711,FALSE
"1649","VA",102,"510","398-5788","no","no",0,174.5,79,236.8,136,270.4,110,8.5,5,0,"False.",9.78716957544464,FALSE
"1650","NH",130,"408","390-4003","no","no",0,68.4,86,193.3,110,171.5,139,10.4,4,0,"False.",12.6027233115571,FALSE
"1651","OK",91,"408","332-8103","no","yes",31,273,78,215.5,98,104.7,114,9.6,2,1,"False.",13.8130221002379,FALSE
"1653","TN",176,"415","418-2402","no","yes",23,283.2,130,162.6,74,177.7,104,7.2,6,1,"False.",15.8212054636983,FALSE
"1654","MD",93,"510","384-3299","yes","no",0,131.4,78,219.7,106,155.7,103,11.1,2,1,"True.",4.99008572692204,FALSE
"1655","WI",84,"510","378-9090","no","yes",12,89.7,87,138.6,73,165.8,114,10.7,2,1,"False.",9.57599061759242,FALSE
"1656","SD",138,"510","350-6473","no","no",0,127.1,102,247.7,106,207.7,75,5,3,3,"False.",10.9433503671018,FALSE
"1657","ND",101,"415","379-4583","no","yes",28,105.9,132,231.7,107,281.3,120,10.7,5,1,"False.",11.4677661610304,FALSE
"1658","VA",136,"408","411-5078","no","no",0,142.3,79,158,113,177.5,75,6,11,2,"False.",17.2466378314473,FALSE
"1659","UT",111,"510","347-4982","no","no",0,191.3,80,138.5,94,246,107,6.4,3,2,"False.",7.04422822983306,FALSE
"1660","MA",132,"408","341-9274","no","yes",36,201.9,93,156.3,75,131.3,92,13.7,5,0,"False.",13.5641376172293,FALSE
"1661","SD",128,"415","353-7461","no","no",0,247.3,91,182.7,60,143.2,112,14.7,2,3,"False.",14.7711451149944,FALSE
"1662","AL",92,"408","371-7366","no","yes",38,242.2,96,159.7,144,210,108,8.9,1,1,"False.",15.3949549086174,FALSE
"1664","WV",191,"408","351-8398","no","no",0,162,104,241.2,120,210.4,83,10.9,7,1,"False.",9.51622621872507,FALSE
"1665","SC",99,"415","329-2204","no","yes",33,179.1,93,238.3,102,165.7,96,10.6,1,2,"False.",7.92157833535767,FALSE
"1666","FL",106,"415","407-7507","no","yes",31,197.4,125,123.4,110,115.6,101,12.3,4,3,"False.",12.55186611059,FALSE
"1667","KY",88,"415","405-8075","no","no",0,148.2,82,308.7,67,235.4,79,6.4,4,2,"False.",13.0594950502127,FALSE
"1668","UT",78,"415","390-9698","no","no",0,193.1,85,172.1,105,129.6,119,10.2,1,0,"False.",8.63245724304784,FALSE
"1669","NY",98,"408","403-4917","no","no",0,171.7,99,174.8,87,189.6,130,7.8,6,1,"False.",5.31710800743679,FALSE
"1671","NH",56,"415","389-5988","no","yes",24,121.7,87,184,76,266.6,98,12.7,3,1,"False.",9.0094650975343,FALSE
"1672","VA",84,"415","372-1534","no","no",0,130.2,105,278,60,305.4,74,14,6,2,"False.",16.973951930098,FALSE
"1673","VT",95,"510","395-6369","no","no",0,203.4,96,168.6,61,173,105,13.7,3,2,"False.",7.76111482489424,FALSE
"1675","NV",76,"510","377-4169","yes","no",0,241,120,231.8,96,220.2,67,9.9,1,1,"True.",9.15597377018587,FALSE
"1676","WV",93,"415","384-5343","no","no",0,141.7,95,221,100,227.1,71,10.2,3,0,"False.",5.69308511172049,FALSE
"1677","WA",83,"408","338-4472","no","no",0,134.8,96,167.2,78,161.5,123,7.7,5,2,"False.",6.4770428739087,FALSE
"1678","KS",123,"415","332-2126","no","no",0,163.1,119,249.4,51,168.2,77,9,10,1,"False.",17.125459122813,FALSE
"1679","VT",64,"408","349-2157","no","no",0,145.5,116,228.4,110,273.4,91,8.9,8,1,"False.",8.40694215974036,FALSE
"1680","OK",82,"510","393-4823","no","no",0,329.8,73,208.3,120,267.1,102,10.6,6,0,"True.",15.0858591310784,FALSE
"1681","GA",107,"510","385-2683","no","no",0,194.5,97,186.3,131,178.3,106,12.7,1,2,"False.",6.49680328023102,FALSE
"1682","CO",110,"510","345-8350","no","no",0,131.9,93,272.7,106,192.8,105,7.1,4,1,"False.",5.45969963243521,FALSE
"1683","AK",96,"408","334-4506","no","yes",29,150,91,159.4,75,228.1,55,8.5,3,1,"False.",12.2708964569929,FALSE
"1684","TN",47,"415","332-3544","no","yes",30,196.6,93,241.4,140,226,118,12.9,4,2,"False.",12.2286872284304,FALSE
"1685","KY",115,"510","380-5102","no","no",0,99.7,107,145.1,96,149.4,99,14.1,4,2,"False.",7.12299735152575,FALSE
"1686","PA",69,"415","395-6149","no","no",0,143.6,88,141.8,86,194,83,10.8,5,3,"False.",5.85447778565044,FALSE
"1688","CT",90,"415","334-4438","no","no",0,37.8,80,155.3,105,175,111,14.2,5,3,"False.",13.5538083127934,FALSE
"1689","MN",98,"415","384-7459","no","no",0,72.8,107,186.4,103,175.3,110,10.5,4,3,"False.",6.69193702985327,FALSE
"1690","WY",90,"408","368-3931","no","yes",39,94.8,89,219.1,91,197.4,65,11.4,5,1,"False.",12.4087949707179,FALSE
"1691","PA",174,"415","353-1352","no","yes",15,221.8,143,210.6,115,221.8,109,12.4,9,1,"False.",14.1474823830056,FALSE
"1692","OR",95,"415","348-5725","no","no",0,269,120,233.7,120,179.3,61,7.3,4,2,"True.",11.5211386889114,FALSE
"1693","PA",79,"415","365-2008","no","no",0,268.3,114,185.5,111,264.6,88,6.3,7,1,"True.",9.99108150248038,FALSE
"1694","OK",123,"415","393-3635","no","yes",27,198.7,127,249,105,173.2,124,12.5,5,1,"False.",8.02879477510805,FALSE
"1696","ID",114,"415","381-2376","no","no",0,202.1,100,195.7,102,291.8,120,13.3,5,2,"False.",6.74914693929209,FALSE
"1697","PA",141,"510","365-8114","no","no",0,215.6,113,200.6,81,153.8,107,12.4,6,1,"False.",5.49597153057683,FALSE
"1698","NM",132,"408","415-5008","no","no",0,169.9,107,209.4,121,206.1,79,11.5,2,1,"False.",4.98609786306301,FALSE
"1699","FL",133,"510","392-8318","no","no",0,201.7,85,169.4,116,286.3,80,6,4,0,"False.",11.2804868018141,FALSE
"1700","TX",133,"408","401-4007","no","no",0,221.1,133,160.2,140,161.8,84,8.4,3,4,"False.",15.2338061567127,FALSE
"1701","VT",93,"510","338-7709","no","yes",32,218.7,117,115,61,192.7,85,9.4,5,2,"False.",12.9595759680215,FALSE
"1703","OR",140,"415","333-5101","no","no",0,120.3,108,240.4,84,216.4,74,7.7,3,4,"True.",11.6737086611107,FALSE
"1704","DE",96,"415","345-3734","no","yes",26,175.8,96,206.6,84,178,105,11.1,2,2,"False.",4.76549960776005,FALSE
"1705","FL",144,"510","384-5004","no","no",0,278.5,95,240.7,90,120,90,11.6,5,1,"True.",9.34221521550098,FALSE
"1706","ID",24,"408","341-9396","no","yes",29,236.3,105,190.8,114,129,105,7.2,2,3,"False.",14.5793152435392,FALSE
"1709","ID",92,"415","417-4063","no","yes",23,167.4,83,258.6,129,116.4,110,11.2,3,4,"False.",14.4404990329564,FALSE
"1710","NV",96,"408","375-6911","no","no",0,197.7,68,250.5,53,181.2,67,10.5,3,3,"False.",14.8557964760617,FALSE
"1711","OH",146,"415","358-3604","no","no",0,169.5,93,230.9,71,269.8,115,9,7,2,"False.",9.16393570917977,FALSE
"1712","ID",138,"415","339-7485","yes","yes",17,225.2,116,173.4,88,145.8,99,11.7,4,0,"False.",6.43320354744991,FALSE
"1713","SC",102,"408","368-3078","no","no",0,174.5,73,213.7,114,164.7,116,10.3,5,4,"False.",8.71694292973217,FALSE
"1714","MO",76,"510","418-7055","no","no",0,129.7,84,177.5,80,228.9,87,7.5,3,5,"True.",13.7854559416797,FALSE
"1715","NE",99,"415","386-9981","no","no",0,200,66,107.9,104,233.7,82,11.4,2,3,"False.",10.9997215745581,FALSE
"1716","NC",83,"510","366-2541","no","yes",36,95.9,87,261.6,105,228.6,109,13.3,4,0,"False.",12.5606590479173,FALSE
"1717","ME",36,"510","335-3110","no","yes",25,152.8,110,242.8,67,147.4,74,9.1,2,1,"False.",12.7677501033703,FALSE
"1718","MI",70,"510","400-7809","no","no",0,129.9,102,208.7,133,231.4,93,14.3,3,1,"False.",8.3790482710411,FALSE
"1719","AZ",109,"415","404-3106","yes","no",0,268.4,85,150.6,131,297.9,84,9.7,8,2,"True.",14.5060143403366,FALSE
"1720","AZ",100,"415","333-2337","no","no",0,188.5,152,148.3,115,179.8,88,15.2,5,2,"False.",13.6481304399655,FALSE
"1721","HI",104,"408","353-6482","no","no",0,170.6,97,162.1,111,210.7,131,6.1,1,1,"False.",9.19276583995959,FALSE
"1722","NJ",106,"415","397-8162","no","no",0,191.4,124,200.7,116,230.1,76,8.2,3,1,"False.",5.58293091259377,FALSE
"1723","MS",84,"510","380-6722","no","no",0,75.3,96,179.9,113,193.8,134,12.3,1,1,"False.",11.3242545382334,FALSE
"1724","MA",80,"510","329-2918","no","no",0,149.8,123,276.3,75,241.4,75,10.9,7,2,"False.",10.1997797560505,FALSE
"1725","SC",100,"510","348-8022","no","no",0,115.9,87,111.3,56,170.2,77,7.1,4,1,"False.",13.9983129051222,FALSE
"1726","MN",99,"408","388-4459","no","no",0,128.8,86,203.9,105,282.6,131,14.1,4,2,"False.",9.77372533443205,FALSE
"1727","WV",50,"510","358-3114","no","no",0,131.7,108,216.5,103,196.1,126,11,5,1,"False.",5.3514440008227,FALSE
"1729","VA",113,"415","401-9909","no","yes",23,149,104,235.8,67,201.8,76,9.5,5,4,"False.",11.4414347741679,FALSE
"1730","MS",111,"415","404-9978","no","yes",36,96.8,123,170.6,105,166,85,13.4,4,2,"False.",11.3222243203038,FALSE
"1732","TX",70,"415","341-8719","no","no",0,232.8,95,303.4,111,255.6,104,12.9,7,0,"True.",11.5317618785611,FALSE
"1733","HI",97,"415","408-1242","no","yes",43,121.1,105,260.2,115,222.4,100,8.3,5,3,"False.",13.6237272208096,FALSE
"1734","WA",130,"510","406-7726","no","no",0,124.3,70,270.7,99,239.5,83,3.5,6,0,"False.",16.6332074252764,FALSE
"1735","WI",92,"415","351-2773","no","no",0,157.7,101,298.6,100,216.9,99,13.8,3,1,"False.",6.92121637019033,FALSE
"1736","CO",119,"408","368-6174","no","no",0,124.3,68,207.1,88,157.4,93,14.8,1,0,"False.",12.3427808368827,FALSE
"1737","NV",115,"415","334-5029","no","no",0,286.4,125,205.7,74,191.4,141,6.9,6,1,"True.",14.7710252108618,FALSE
"1738","RI",134,"415","413-1789","no","no",0,141.7,95,205.6,101,218.5,60,8.8,6,0,"False.",8.57845084498171,FALSE
"1739","VA",127,"408","414-1246","no","yes",25,173,91,245.8,64,300,99,4.8,3,0,"False.",17.6637606645408,FALSE
"1741","ND",153,"415","386-1631","no","yes",31,218.5,130,134.2,103,118.9,105,9.4,6,0,"False.",14.1828016675255,FALSE
"1742","MN",85,"415","363-1208","no","no",0,255.3,114,194.6,83,276.6,78,3.7,5,3,"False.",14.7904636202111,FALSE
"1743","HI",79,"415","334-5263","no","no",0,41.9,124,211,95,237.9,55,11.4,5,1,"False.",15.3134141812221,FALSE
"1744","ND",35,"415","361-4137","no","no",0,260.8,87,258.1,78,131.3,123,5.8,2,1,"False.",15.9671908905177,FALSE
"1745","WI",120,"408","374-8187","no","yes",26,239.4,94,259.4,88,238,132,7.7,3,0,"False.",11.9826720242354,FALSE
"1746","MN",68,"510","370-1525","no","no",0,226.7,94,168.4,129,188.7,117,10.2,1,0,"False.",9.0040731591644,FALSE
"1747","DC",60,"408","355-3801","no","no",0,179.3,147,208.9,89,248.2,98,13.5,6,1,"True.",11.2498676209581,FALSE
"1748","KS",120,"510","392-5605","no","no",0,158,110,197,103,154.9,132,10,5,1,"False.",4.93502223309703,FALSE
"1750","WV",124,"415","358-5274","no","no",0,157.4,107,167.8,112,188.8,102,8.8,3,3,"False.",4.04845112930249,FALSE
"1751","ME",23,"510","376-9607","no","no",0,113.1,74,168.8,95,262.9,126,6.9,2,1,"True.",14.114158378352,FALSE
"1753","NY",181,"415","421-8537","yes","no",0,161.3,83,124.4,83,262,98,14.1,3,0,"True.",14.4972616347885,FALSE
"1754","VT",63,"415","351-5576","no","no",0,142.5,92,208.3,102,228.9,120,7.5,2,2,"False.",5.83838780328607,FALSE
"1755","NC",54,"415","407-7258","yes","no",0,190.5,108,259.7,108,141.5,111,9.7,2,2,"True.",6.6181681152837,FALSE
"1756","MO",80,"408","405-4420","yes","yes",15,159.3,110,170.6,120,141.2,82,11.9,5,1,"False.",5.52124974148624,FALSE
"1757","NC",118,"408","340-2855","yes","yes",39,153.8,106,123.3,111,117.8,103,9.2,6,1,"False.",12.8738556386645,FALSE
"1758","NJ",42,"408","342-8002","yes","no",0,180.7,127,174.6,94,165.3,114,12,6,2,"False.",7.39616521036711,FALSE
"1759","OH",134,"408","355-6826","no","no",0,202.7,105,224.9,90,253.9,108,12.1,7,0,"False.",6.29639261614282,FALSE
"1760","TX",66,"415","402-3886","no","yes",35,190.8,100,261.3,93,209.5,108,8.9,6,0,"False.",8.98210722275937,FALSE
"1761","WA",66,"415","336-5900","no","no",0,205.1,102,232.7,109,259.9,95,9.2,6,2,"False.",4.30366062779414,FALSE
"1762","TN",127,"415","339-7684","no","yes",28,235.6,124,236.8,113,241.2,127,7.7,2,1,"False.",11.3282813415905,FALSE
"1763","HI",146,"510","390-2433","no","no",0,189.3,77,155.9,128,186,83,7.4,3,0,"False.",10.4625048955091,FALSE
"1764","WY",93,"408","360-7246","no","yes",42,166.9,101,273.2,84,171,106,11.5,1,1,"False.",13.2934658725813,FALSE
"1765","CT",77,"415","335-6508","no","no",0,245.2,87,254.1,83,239.4,91,7.5,4,0,"True.",7.98299079408326,FALSE
"1766","NM",111,"415","348-6720","no","no",0,132.6,125,221.1,67,127.9,101,12.7,2,4,"True.",14.3481277936834,FALSE
"1767","NJ",125,"415","406-6400","no","no",0,182.3,64,139.8,121,171.6,96,11.6,7,2,"False.",9.0555497661007,FALSE
"1768","AL",115,"510","390-7370","no","yes",14,192.3,86,88.7,90,229.4,120,10.5,3,2,"False.",8.54963917622253,FALSE
"1769","MN",115,"510","390-5055","yes","no",0,122,110,220.2,100,179.7,124,10.8,2,2,"True.",5.45014971618181,FALSE
"1770","NC",114,"408","405-7542","no","no",0,193,101,250,81,133.3,79,9.6,2,2,"False.",6.79761558748302,FALSE
"1771","OH",106,"415","364-4927","no","no",0,158.6,112,220,114,252.9,106,9.1,3,0,"False.",4.83620860106039,FALSE
"1772","ND",118,"415","329-3458","no","yes",39,91.5,125,219.9,113,229,99,12.7,8,2,"False.",14.502962236985,FALSE
"1773","CO",59,"510","331-3842","no","no",0,153.6,92,205.5,88,114.5,89,12.5,10,1,"False.",13.0195108766307,FALSE
"1774","ND",87,"415","343-4147","yes","yes",40,221.6,79,157.1,74,222.4,124,11.5,3,1,"False.",13.6243964616861,FALSE
"1775","NY",21,"415","335-2274","no","no",0,244.7,81,168,117,281.5,87,6.6,1,1,"False.",15.1502868630255,FALSE
"1776","WI",142,"408","343-3227","no","yes",24,239.8,103,285.9,65,256.7,106,9.5,4,0,"False.",13.4496957882545,FALSE
"1777","WY",62,"415","336-6907","no","no",0,172.4,132,230.5,100,228.2,109,11,5,0,"False.",6.71937911973486,FALSE
"1778","OR",149,"415","331-1391","no","no",0,242.5,83,245.4,97,219.6,80,10,3,3,"True.",8.44503055070683,FALSE
"1780","LA",112,"510","410-2518","no","no",0,174.5,127,259.3,71,170.5,120,11.3,7,1,"False.",9.04379341387347,FALSE
"1781","AL",68,"510","344-4970","no","no",0,157.3,83,220.9,85,218.9,129,12,7,1,"False.",7.02840394892719,FALSE
"1782","TX",201,"415","408-1486","no","yes",21,192,97,239.1,81,116.1,125,15.1,3,1,"False.",18.2858342304758,FALSE
"1783","PA",88,"510","396-1648","no","no",0,218.2,76,169.3,60,141.1,99,8,1,1,"False.",12.1596171446269,FALSE
"1784","IL",85,"415","391-2022","no","yes",29,144.6,97,140,102,165.4,148,10.9,3,1,"False.",12.5748070151964,FALSE
"1785","DE",51,"415","420-6465","yes","no",0,153.6,108,232.9,85,214.2,92,14.1,4,0,"True.",7.38167685859406,FALSE
"1786","MO",45,"510","398-2628","no","yes",29,135.8,104,222.5,101,235.6,92,7.9,6,2,"False.",7.67226478727302,FALSE
"1787","AR",116,"510","409-5519","no","no",0,160.7,69,146.8,106,287.8,144,8.2,5,0,"False.",15.345582606289,FALSE
"1788","OH",146,"408","391-8554","no","yes",31,202.5,91,241.4,108,169.6,77,7.8,2,1,"False.",10.3294479976941,FALSE
"1789","WI",63,"510","395-1693","no","yes",34,152.2,119,227.1,91,195.7,103,12.3,5,1,"False.",7.36998458076226,FALSE
"1791","KY",125,"408","328-3402","no","no",0,191.6,115,205.6,108,210.2,123,9.2,3,2,"False.",3.81451449447428,FALSE
"1792","OH",72,"510","411-4781","no","no",0,138.9,111,211.6,102,179.5,91,10.8,3,1,"False.",2.80288812187491,FALSE
"1793","TN",130,"408","401-2581","no","no",0,127,102,206.9,107,231.7,99,6.1,6,0,"False.",7.02405688930782,FALSE
"1794","SD",97,"415","385-1214","no","no",0,168.6,87,259.2,105,279.8,123,7.3,4,1,"False.",7.90530647713451,FALSE
"1795","NY",54,"415","348-6853","no","no",0,286.6,73,223.2,108,203.7,107,11.5,5,1,"True.",8.53943722391421,FALSE
"1796","GA",160,"415","341-8412","no","yes",29,164.6,121,262.8,108,123.8,131,15.2,4,1,"False.",16.1887725645456,FALSE
"1797","TX",79,"415","330-8142","no","no",0,144,90,135.8,91,212.4,129,13,4,1,"False.",6.87264253806034,FALSE
"1799","MI",59,"415","375-9671","no","no",0,204.3,65,247.3,123,214.7,94,12,4,1,"False.",7.99184689752357,FALSE
"1800","ND",132,"510","372-1824","no","no",0,163.2,80,167.6,90,87.5,90,6.2,10,1,"False.",17.3475124385048,FALSE
"1801","NE",21,"510","408-3606","no","no",0,225,110,244.2,111,221.2,93,10.7,4,0,"False.",8.7748239606325,FALSE
"1802","SD",93,"415","333-3595","no","no",0,176.1,103,199.7,130,263.9,96,8.5,6,2,"False.",5.54569771445167,FALSE
"1804","AK",101,"510","411-4940","no","no",0,174.9,105,262,75,210,93,8.5,5,1,"False.",4.38460837994504,FALSE
"1805","CT",125,"415","409-7523","yes","no",0,187.3,118,160.7,111,263.8,112,9.6,2,0,"True.",7.0577632912889,FALSE
"1806","CO",63,"415","408-6725","no","no",0,211.8,84,230.9,137,217.1,99,10.7,9,3,"False.",12.3818031114801,FALSE
"1807","MD",107,"415","350-2384","no","no",0,241.9,102,126.9,117,185.6,92,11.7,6,0,"False.",7.60349322903251,FALSE
"1808","ND",110,"408","348-1706","no","no",0,196.1,103,199.7,123,135.9,71,12.9,1,3,"False.",10.3959730142949,FALSE
"1809","NH",83,"415","415-6145","no","no",0,231.3,100,210.4,84,217.4,106,12.4,2,3,"False.",5.90006702078464,FALSE
"1810","MN",117,"408","373-3731","no","no",0,161.6,104,196.3,119,294.8,111,13.8,2,1,"False.",8.65489475461185,FALSE
"1811","KY",124,"415","341-3349","no","no",0,194,103,241,116,227.5,153,11.9,5,0,"False.",11.6875873854208,FALSE
"1812","NH",115,"510","399-8859","no","no",0,109.7,148,223.8,87,240.3,96,15.4,8,3,"False.",17.8079290327944,FALSE
"1813","CO",156,"408","377-4518","yes","no",0,277,119,238.3,106,94.4,96,8.3,3,1,"False.",12.6563769772244,FALSE
"1814","KY",89,"408","341-1594","no","no",0,192.1,83,163.6,88,169.7,138,6.1,3,0,"False.",11.4490364493551,FALSE
"1815","KY",72,"415","418-8770","no","no",0,198.4,147,216.9,121,112.8,125,13.1,4,0,"False.",15.5048434534369,FALSE
"1816","IN",101,"415","332-9118","no","yes",42,209.2,82,159.7,74,181.6,100,9.5,3,0,"False.",13.3152267618626,FALSE
"1817","OR",53,"415","386-1418","no","no",0,184.8,98,216.4,125,141.1,116,18.4,3,2,"False.",15.6816722488895,FALSE
"1818","SD",116,"408","393-3535","no","no",0,167.8,119,142,123,190.7,128,7.3,4,2,"False.",7.73399940951158,FALSE
"1819","DE",78,"408","328-9006","no","no",0,139.2,140,191.4,113,286.5,125,11.8,3,3,"False.",13.2208038145763,FALSE
"1820","OR",117,"415","402-2482","no","yes",17,221.3,82,167.6,100,262.7,87,4.4,4,0,"False.",11.4665230730367,FALSE
"1821","NE",56,"510","408-4865","no","no",0,121.6,84,165.3,115,243.9,95,8.9,2,1,"False.",6.93041607318622,FALSE
